"player_name","Name.Wyscout","marketval","position_tm","competition","team","player_id","foot","position_wy","passes","success_passes","pass_length","pass_mean_pos_x","pass_mean_pos_y","n_shots","totxg","totxa"
"Kenny Lala","K. Lala",5000000,"Right-Back","French first division","Strasbourg",26498,"right","Defender",1365,1076,39065.3601250534,47.72,41.85,11,0.5,3.214
"Kenny Tete","K. Tete",8000000,"Right-Back","French first division","Olympique Lyonnais",1712,"right","Defender",863,716,20280.5013139737,52.8,58.92,6,0.694,5.285
"Kerem Demirbay","K. Demirbay",12000000,"Central Midfield","German first division","Hoffenheim",221333,"left","Midfielder",623,516,14826.7067398288,52.9,31.56,18,2.274,3.08
"Kevin Akpoguma","K. Akpoguma",8000000,"Centre-Back","German first division","Hoffenheim",134392,"right","Defender",956,841,22854.3792473599,41.11,45.21,4,0.353,0.894
"Kevin Bonifazi","K. Bonifazi",1500000,"Centre-Back","Italian first division","Torino",289827,"right","Defender",166,149,4030.09935159836,40.27,47.92,1,0.047,0
"Kevin Danso","K. Danso",6000000,"Centre-Back","German first division","Augsburg",366217,"right","Defender",483,369,13755.4953582043,34.87,51.15,8,0.027,0.536
"Kevin De Bruyne","K. De Bruyne",150000000,"Attacking Midfield","English first division","Manchester City",38021,"right","Midfielder",3211,2607,77114.0194898327,64.13,37.01,102,8.804,20.834
"Kevin Kampl","K. Kampl",18000000,"Central Midfield","German first division","Bayer Leverkusen",16110,"right","Midfielder",1162,997,25114.4242930083,57.46,37.42,27,2.001,4.081
"Kevin Lasagna","K. Lasagna",7500000,"Centre-Forward","Italian first division","Udinese",333913,"left","Forward",383,264,8394.91145173965,68.33,30.45,66,25.234,1.102
"Kevin Long","K. Long",2500000,"Centre-Back","English first division","Burnley",10108,"right","Defender",513,405,14798.6765668478,34.93,44.99,7,0,0.023
"Kevin Mirallas","K. Mirallas",7000000,"Attacking Midfield","English first division","Everton",92922,"right","Midfielder",56,44,1440.16463796936,61.76,29.46,4,0.377,0.117
"Kévin Monnet-Paquet","K. Monnet-Paquet",2000000,"Left Winger","French first division","Saint-Étienne",26042,"right","Forward",635,517,12260.9328897259,64.21,27.73,24,6.357,2.645
"Kévin Rodrigues","Kévin Rodrigues",2000000,"Left-Back","Spanish first division","Real Sociedad",209012,"left","Defender",764,620,18146.5792276757,55.06,9.18,13,0.537,2.011
"Kevin Strootman","K. Strootman",28000000,"Central Midfield","Italian first division","Roma",114,"left","Midfielder",1392,1203,29656.3581306947,58.46,26.38,21,4.201,2.723
"Kévin Théophile-Catherine","K. Théophile Catherine",4000000,"Centre-Back","French first division","Saint-Étienne",25643,"right","Defender",1055,890,28152.3208921402,35.93,42.62,4,0,0.37
"Kevin Vogt","K. Vogt",12000000,"Centre-Back","German first division","Hoffenheim",14842,"right","Defender",2125,1928,61722.1208818778,35.24,34.25,4,0.019,1.097
"Kevin Volland","K. Volland",22000000,"Centre-Forward","German first division","Bayer Leverkusen",15231,"left","Forward",716,542,14734.9660594338,66.45,32.9,51,18.792,9.488
"Kevin Wimmer","K. Wimmer",10000000,"Centre-Back","English first division","Stoke City",65254,"left","Defender",490,403,13090.7825519064,41.05,17.92,1,0,0.11
"Kevin-Prince Boateng","K. Boateng",7000000,"Attacking Midfield","German first division","Eintracht Frankfurt",20402,"right","Midfielder",997,797,24443.529983296,57.99,32.36,38,6.8,2.269
"Khouma Babacar","K. Babacar",8000000,"Centre-Forward","Italian first division","Fiorentina",3710,"right","Forward",221,181,4738.71826540797,67.8,29.97,41,7.372,2.71
"Kieran Gibbs","K. Gibbs",8000000,"Left-Back","English first division","West Bromwich Albion",7853,"left","Defender",1063,818,24043.0108523008,51.39,10.82,8,0.702,3.775
"Kieran Trippier","K. Trippier",20000000,"Right-Back","English first division","Tottenham Hotspur",8945,"right","Defender",1591,1273,39849.5748361183,57.12,58.39,6,0.614,7.748
"Kike García","Kike García",3000000,"Centre-Forward","Spanish first division","Eibar",3874,"right","Forward",600,458,10712.4507802419,70.97,32.47,64,15.612,1.343
"Kiko Femenía","Kiko Femenía",5000000,"Right-Back","English first division","Watford",3351,"right","Defender",842,705,18915.9343103931,59.15,56.1,9,0.397,2.987
"Kilian Jakob","K. Jakob",NA,"Left-Back","German first division","Augsburg",391449,"left","Defender",44,34,1708.31068321229,42.31,23.24,1,0.163,0
"Koen Casteels","K. Casteels",6000000,"Goalkeeper","German first division","Wolfsburg",15795,"left","Goalkeeper",897,771,35317.9377237608,12.62,33.08,0,0,0.05
"Koffi Djidji","K. Djidji",3500000,"Centre-Back","French first division","Nantes",25523,"right","Defender",803,650,20663.862225813,41.78,28.55,9,0.4,0.352
"Konrad Laimer","K. Laimer",8000000,"Central Midfield","German first division","RB Leipzig",282804,"right","Midfielder",604,482,12920.220615348,54.97,47.73,5,0.363,3.943
"Konstantin Rausch","K. Rausch",2200000,"Left-Back","German first division","Köln",15039,"left","Defender",393,285,10007.2431867247,53.76,8.73,10,0.467,0.995
"Konstantinos Stafylidis","K. Stafylidis",3500000,"Left-Back","English first division","Stoke City",92947,"left","Defender",106,80,2680.02425347214,47.81,11.01,5,0.182,0.047
"Kurt Zouma","K. Zouma",15000000,"Centre-Back","English first division","Stoke City",25854,"right","Defender",969,801,25033.0465869927,38.35,40.28,21,0.301,0.544
"Kwadwo Asamoah","K. Asamoah",14000000,"Left Midfield","Italian first division","Juventus",20588,"left","Midfielder",1134,1017,26015.2689711587,51.09,8.91,7,0.226,1.422
"Kyle Bartley","K. Bartley",3500000,"Centre-Back","English first division","Swansea City",61979,"right","Defender",105,90,2846.47248602547,33.45,41.36,2,0,0.056
"Kyle Naughton","K. Naughton",5000000,"Right-Back","English first division","Swansea City",8336,"right","Defender",1635,1289,37367.169560295,50.52,58.41,11,0.462,0.597
"Kyle Walker","K. Walker",50000000,"Right-Back","English first division","Manchester City",8277,"right","Defender",2834,2507,66112.3945063957,54.2,55.81,13,1.154,9.554
"Kyle Walker-Peters","K. Walker-Peters",3000000,"Right-Back","English first division","Tottenham Hotspur",402884,"right","Defender",104,87,2253.59981280905,56.4,61.8,0,0,2.788
"Kyriakos Papadopoulos","K. Papadopoulos",5000000,"Centre-Back","German first division","Hamburger SV",14857,"right","Defender",1058,846,28986.8987070476,37.78,44.04,18,0.549,0.218
"Landry Dimata","L. Dimata",6000000,"Centre-Forward","German first division","Wolfsburg",285727,"right","Forward",180,139,3612.87151307037,66.65,28.86,10,1.78,0.438
"Lars Bender","L. Bender",13000000,"Defensive Midfield","German first division","Bayer Leverkusen",14781,"right","Midfielder",824,674,17613.1459645114,53.63,51.32,19,0.902,4.143
"Lars Stindl","L. Stindl",18000000,"Attacking Midfield","German first division","Borussia M'gladbach",15051,"right","Forward",1511,1285,30056.4094241385,61.2,36.47,71,11.737,10.249
"Lassana Coulibaly","L. Coulibaly",1250000,"Central Midfield","French first division","Angers",366760,"right","Midfielder",301,252,5937.97039542008,58.55,42.5,13,0.91,2.054
"László Bénes","L. Bénes",1500000,"Central Midfield","German first division","Borussia M'gladbach",282194,"left","Midfielder",24,19,566.707466049293,49.58,29.49,1,0.048,0.38
"Laurent Depoitre","L. Depoitre",4500000,"Centre-Forward","English first division","Huddersfield Town",38377,"right","Forward",329,238,5836.70364349,64.28,32.91,20,6.354,0.751
"Laurent Koscielny","L. Koscielny",15000000,"Centre-Back","English first division","Arsenal",7855,"right","Defender",1995,1830,53107.9284395345,38.96,39.93,12,0,0.493
"Layvin Kurzawa","L. Kurzawa",20000000,"Left-Back","French first division","PSG",134540,"left","Defender",919,794,18022.9006620363,56.03,8.08,18,1.096,2.736
"Leandro Cabrera","L. Cabrera",NA,"Centre-Back","Italian first division","Crotone",3885,"left","Defender",323,214,9773.53870661235,41.63,18.05,4,0,0.366
"Leandro Chichizola","L. Chichizola",1000000,"Goalkeeper","Spanish first division","Las Palmas",86319,"right","Goalkeeper",766,641,28541.180414776,13.94,35.37,0,0,0.074
"Lebo Mothiba","L. Mothiba",3000000,"Centre-Forward","French first division","Lille",366546,"right","Forward",275,230,4002.73127143328,68.71,33.35,20,7.201,1.649
"Lebogang Phiri","L. Phiri",1500000,"Central Midfield","French first division","Guingamp",256706,"right","Midfielder",620,575,13833.3923706187,48.94,32.16,6,0.325,0.54
"Leighton Baines","L. Baines",8000000,"Left-Back","English first division","Everton",8239,"left","Defender",772,618,18950.6774986191,53.17,8.47,3,0.788,1.535
"Léo Dubois","L. Dubois",10000000,"Right-Back","French first division","Nantes",242446,"right","Defender",1461,1111,37645.9040500436,52.98,52.24,40,2.977,7.932
"Leo Suárez","L. Suárez",NA,"Right Winger","Spanish first division","Villarreal",256854,"left","Midfielder",14,9,418.863214540748,69.75,13.02,0,0.028,0
"Leo Suárez","L. Suárez",NA,"Right Winger","Spanish first division","Villarreal",7972,"right","Forward",1171,893,23945.3629208572,71.17,28.3,112,0.028,0
"Leon Bailey","L. Bailey",45000000,"Left Winger","German first division","Bayer Leverkusen",388267,"left","Forward",908,694,21172.0996873724,65.48,29.46,64,13.127,9.389
"Leon Balogun","L. Balogun",2000000,"Centre-Back","German first division","Mainz 05",16443,"right","Defender",546,439,14217.5079423916,36.94,46.46,6,0.013,0.024
"Leon Goretzka","L. Goretzka",40000000,"Central Midfield","German first division","Schalke 04",134387,"right","Midfielder",862,700,19452.0522418766,54.71,41.55,40,4.826,2.064
"Leonardo Bittencourt","L. Bittencourt",6000000,"Attacking Midfield","German first division","Köln",15317,"right","Midfielder",660,494,14296.7254737087,66.9,18.48,30,6.393,4.679
"Leonardo Capezzi","L. Capezzi",1200000,"Central Midfield","Italian first division","Sampdoria",134429,"right","Midfielder",125,102,2837.84459700598,50.63,31.27,0,0,0.373
"Leonardo Pavoletti","L. Pavoletti",9000000,"Centre-Forward","Italian first division","Cagliari",22933,"right","Forward",612,465,11617.4177822949,62.97,37.73,73,16.927,1.816
"Leonardo Spinazzola","L. Spinazzola",12000000,"Left-Back","Italian first division","Atalanta",190167,"right","Midfielder",832,632,20769.0262306039,55.9,9.91,9,1.111,2.885
"Leonardo Ulloa","L. Ulloa",5000000,"Centre-Forward","English first division","Leicester City",4255,"right","Forward",113,93,1856.41322895101,66.32,30.94,3,1.187,0.418
"Leroy Fer","L. Fer",8000000,"Defensive Midfield","English first division","Swansea City",262,"right","Midfielder",587,490,14357.5918818341,55.38,41.51,12,1.577,2.302
"Leroy Sané","L. Sané",90000000,"Right Winger","English first division","Manchester City",25589,"right","Defender",371,322,10145.7034300123,40.66,38,3,11.405,15.356
"Leroy Sané","L. Sané",90000000,"Right Winger","English first division","Manchester City",245364,"left","Midfielder",1083,901,20203.3860781552,73.1,16.42,48,11.405,15.356
"Levi Lumeka","L. Lumeka",NA,"Left Winger","English first division","Crystal Palace",531655,"right","Forward",11,7,306.891911934314,68.06,12.18,0,0.156,0
"Levin Öztunali","L. Öztunali",5500000,"Central Midfield","German first division","Mainz 05",223560,"right","Midfielder",451,331,9317.55445399286,67.24,49.42,25,2.646,2.547
"Lewis Cook","L. Cook",20000000,"Central Midfield","English first division","AFC Bournemouth",302518,"right","Midfielder",1184,981,29178.9873921997,51.57,35.07,18,0.452,2.636
"Lewis Dunk","L. Dunk",10000000,"Centre-Back","English first division","Brighton & Hove Albion",9097,"right","Defender",1423,1176,44841.1229451931,35.24,19.89,23,0.589,0.613
"Lewis Holtby","L. Holtby",2500000,"Central Midfield","German first division","Hamburger SV",14864,"left","Midfielder",524,416,12748.3677731746,58.7,33.87,19,6.235,1.61
"Liam Rosenior","L. Rosenior",1000000,"Right-Back","English first division","Brighton & Hove Albion",9622,"right","Defender",71,53,1499.94993396752,47.41,61.53,2,0.053,0
"Linton Maina","L. Maina",NA,"Right Winger","German first division","Hannover 96",448215,"right","Midfielder",18,16,336.739896312232,69.3,41.97,0,0,1.855
"Lionel Carole","L. Carole",3000000,"Left-Back","Spanish first division","Sevilla",26084,"left","Defender",298,244,6627.21854980807,50.79,8.06,3,0.693,0.142
"Lionel Messi","L. Messi",180000000,"Right Winger","Spanish first division","Barcelona",3359,"left","Forward",1973,1623,40701.7145393236,68.33,39.16,154,43.676,25.676
"Loren Morón","Loren Morón",7500000,"Centre-Forward","Spanish first division","Real Betis",364820,"right","Forward",174,124,3387.26010199113,65.32,34.35,28,8.942,1.941
"Lorenzo Crisetig","L. Crisetig",1700000,"Defensive Midfield","Italian first division","Bologna",20526,"left","Midfielder",339,300,7834.57565360716,50.47,28.08,1,0.017,0
"Lorenzo De Silvestri","L. De Silvestri",4000000,"Right-Back","Italian first division","Torino",20927,"right","Defender",1334,1012,29445.9922536226,50.89,59.7,23,2.183,3.855
"Lorenzo Del Pinto","L. Del Pinto",NA,"Central Midfield","Italian first division","Benevento",21678,"right","Midfielder",389,332,8227.84820767072,50.53,36.76,6,0.268,0.226
"Lorenzo Pellegrini","L. Pellegrini",28000000,"Attacking Midfield","Italian first division","Roma",328333,"right","Midfielder",930,750,21175.5067000111,57.93,42.69,36,5.305,5.792
"Lorenzo Venuti","L. Venuti",1500000,"Right-Back","Italian first division","Benevento",284960,"right","Defender",966,796,23180.5644424273,45.15,38.13,3,1.098,4.505
"Lubomir Tupta","Ľ. Tupta",NA,"Centre-Forward","Italian first division","Hellas Verona",352722,"right","Forward",13,9,217.850757207522,66.15,43.29,0,0,0.035
"Luca Antonelli","L. Antonelli",2000000,"Left-Back","Italian first division","Milan",21272,"left","Defender",84,74,1578.39071841497,57.57,8.65,0,0,0.06
"Luca Ceppitelli","L. Ceppitelli",2000000,"Centre-Back","Italian first division","Cagliari",21639,"right","Defender",1112,921,32583.4501538132,35.53,35.13,9,0,1.692
"Luca Cigarini","L. Cigarini",1500000,"Defensive Midfield","Italian first division","Cagliari",20850,"right","Midfielder",1386,1152,34137.8830335531,49.14,33.79,17,0.698,3.418
"Luca Garritano","L. Garritano",1000000,"Attacking Midfield","Italian first division","Chievo",238832,"right","Midfielder",73,52,2063.46150788241,62.97,26.95,3,0.117,0
"Luca Mazzitelli","L. Mazzitelli",1800000,"Central Midfield","Italian first division","Sassuolo",292310,"right","Midfielder",409,301,9701.46541010449,54.34,44.62,13,1.079,0.76
"Luca Mora","L. Mora",NA,"Central Midfield","Italian first division","SPAL",22864,"left","Midfielder",314,227,7757.98778100619,60.82,16.67,5,0.232,0.479
"Luca Rigoni","L. Rigoni",1000000,"Central Midfield","Italian first division","Genoa",20655,"right","Midfielder",526,446,11699.2547579407,57.06,41.69,17,6.996,1.409
"Luca Rizzo","L. Rizzo",2000000,"Central Midfield","Italian first division","SPAL",23386,"right","Midfielder",191,139,4045.75400233923,61.86,18.69,10,0.7,0.128
"Luca Rossettini","L. Rossettini",1400000,"Centre-Back","Italian first division","Genoa",20776,"right","Defender",966,825,26960.3990979334,35.62,38.29,9,0,0.154
"Luca Vido","L. Vido",NA,"Centre-Forward","Italian first division","Atalanta",262384,"right","Forward",29,28,699.754465678547,70.67,29.72,3,1.038,0.101
"Lucas Alario","L. Alario",20000000,"Centre-Forward","German first division","Bayer Leverkusen",86489,"right","Forward",343,278,5641.29913849382,67.17,35.04,49,15.486,3.963
"Lucas Biglia","L. Biglia",15000000,"Defensive Midfield","Italian first division","Milan",37732,"right","Midfielder",1598,1470,39009.8296938299,50.04,32.23,23,1.688,1.301
"Lucas Boyé","L. Boyé",1500000,"Centre-Forward","Italian first division","Torino",334817,"right","Forward",219,149,4797.6163430539,64.57,28.31,8,1.349,0.89
"Lucas Castro","L. Castro",7000000,"Attacking Midfield","Italian first division","Chievo",86301,"right","Midfielder",998,769,22564.5513314162,58.16,42.01,38,4.792,4.792
"Lucas Deaux","L. Deaux",2500000,"Defensive Midfield","French first division","Guingamp",26314,"right","Midfielder",1103,934,25104.3154607425,54.3,32.77,12,1.763,3.427
"Lucas Digne","L. Digne",15000000,"Left-Back","Spanish first division","Barcelona",25701,"left","Defender",471,416,9487.07275537611,56.27,8.75,2,0.65,3.508
"Lucas Hernández","L. Hernández",35000000,"Centre-Back","Spanish first division","Atlético Madrid",279545,"left","Defender",1122,929,25161.4942097502,46.32,11.35,6,0.209,0.496
"Lucas Höler","L. Höler",2000000,"Centre-Forward","German first division","Freiburg",271990,"right","Forward",202,135,3920.53643926098,64.86,38.59,11,2.394,0.318
"Lucas Leiva","Lucas Leiva",10000000,"Defensive Midfield","Italian first division","Lazio",7965,"right","Midfielder",2011,1780,48379.5754202841,48.14,33.88,27,3.029,3.979
"Lucas Lima","Lucas Lima",4500000,"Left-Back","French first division","Nantes",40301,"left","Defender",1144,807,29076.8908160666,55.02,12.82,18,0.799,5.71
"Lucas Moura","Lucas Moura",28000000,"Right Winger","English first division","Tottenham Hotspur",40765,"right","Forward",142,121,2544.15014322124,71.14,39.69,8,4.125,2.196
"Lucas Ocampos","L. Ocampos",12000000,"Left Winger","French first division","Olympique Marseille",86338,"right","Forward",585,469,11939.6475945572,62.15,23.15,58,18.001,5.721
"Lucas Pérez","Lucas Pérez",7500000,"Centre-Forward","Spanish first division","Deportivo La Coruña",105541,"left","Forward",796,568,17719.3334892236,71.82,34.64,43,12.067,8.247
"Lucas Torreira","L. Torreira",30000000,"Defensive Midfield","Italian first division","Sampdoria",333571,"right","Midfielder",2185,1953,47513.685378168,50.41,34.33,28,1.925,1.838
"Lucas Tousart","L. Tousart",25000000,"Defensive Midfield","French first division","Olympique Lyonnais",342743,"right","Midfielder",1458,1285,34587.2081104254,45.8,35.36,13,0.424,1.064
"Luciano Narsingh","L. Narsingh",5000000,"Attacking Midfield","English first division","Swansea City",179,"right","Midfielder",204,166,4212.09425547378,70.89,56.99,9,1.209,1.769
"Luciano Vietto","L. Vietto",6000000,"Attacking Midfield","Spanish first division","Atlético Madrid",86307,"right","Forward",264,223,5388.48556487806,69.37,34.31,11,3.179,3.021
"Ludovic Baal","L. Baal",1000000,"Left-Back","French first division","Rennes",25625,"left","Defender",660,539,15325.1967078599,51.49,7.78,0,0,1.688
"Ludovic Blas","L. Blas",5000000,"Attacking Midfield","French first division","Guingamp",340920,"left","Midfielder",920,797,20888.7085856723,56.95,31.32,38,6.06,2.054
"Ludwig Augustinsson","L. Augustinsson",7500000,"Left-Back","German first division","Werder Bremen",51217,"left","Defender",1278,992,31332.2235820222,53.76,8.73,22,1.458,3.967
"Luis Alberto","Luis Alberto",35000000,"Central Midfield","Italian first division","Lazio",3484,"right","Midfielder",1527,1221,34276.3141347928,63.85,27.02,66,10.356,13.415
"Luis Hernández","Luis Hernández",2500000,"Centre-Back","Spanish first division","Málaga",5472,"right","Defender",1362,1153,38048.6468719698,35.35,46.82,3,0,0.236
"Luis Muriel","L. Muriel",12000000,"Centre-Forward","Spanish first division","Sevilla",20764,"right","Forward",416,329,8102.54911830985,69.58,28.29,54,14.134,4.093
"Luiz Felipe","Luiz Felipe",8000000,"Centre-Back","Italian first division","Lazio",376362,"right","Defender",661,588,16733.0308867253,37.57,35.48,2,0,0.116
"Luiz Gustavo","Luiz Gustavo",15000000,"Defensive Midfield","French first division","Olympique Marseille",14722,"left","Midfielder",1866,1703,45320.8822562136,46.44,28.16,54,4.404,1.205
"Luka Milivojevic","L. Milivojević",15000000,"Defensive Midfield","English first division","Crystal Palace",127537,"right","Midfielder",1636,1370,41550.6249212203,49.73,33.65,25,0.404,1.8
"Lukas Klostermann","L. Klostermann",12000000,"Right-Back","German first division","RB Leipzig",258252,"right","Defender",945,737,19716.7703060231,53.89,43.25,11,1.799,2.936
"Lukas Klünter","L. Klünter",3000000,"Right-Back","German first division","Köln",272338,"right","Defender",407,269,11008.1583559414,56.91,52.99,16,3.443,1.871
"Lukas Kübler","L. Kübler",1500000,"Right-Back","German first division","Freiburg",18670,"right","Defender",396,322,9387.27125581372,42.65,56.89,4,0.227,0.17
"Lukas Lerager","L. Lerager",6000000,"Central Midfield","French first division","Bordeaux",56441,"right","Midfielder",1497,1221,33566.4669912504,53.26,43.46,33,6.549,4.881
"Lukas Rupp","L. Rupp",4500000,"Central Midfield","German first division","Hoffenheim",15942,"right","Midfielder",449,353,8796.65114639198,59.09,35.34,16,4.164,4.103
"Lukasz Fabianski","Ł. Fabiański",5000000,"Goalkeeper","English first division","Swansea City",7847,"right","Goalkeeper",818,666,35736.5981303386,11.98,35.78,0,0,0.037
"Luke Shaw","L. Shaw",15000000,"Left-Back","English first division","Manchester United",8135,"left","Defender",487,407,10564.9174634387,54.51,9.71,11,0.449,0.664
"Lyanco","Lyanco",4000000,"Centre-Back","Italian first division","Torino",377757,"right","Defender",147,132,4009.94182365366,33.7,18.95,1,0.017,0
"Lys Mousset","L. Mousset",4000000,"Centre-Forward","English first division","AFC Bournemouth",245813,"right","Forward",169,107,3569.54187922382,64.88,34.16,18,1.069,1.253
"Mahmoud Dahoud","M. Dahoud",18000000,"Central Midfield","German first division","Borussia Dortmund",272363,"right","Midfielder",665,563,15151.7198335379,57.09,30.72,25,3.72,9.292
"Makoto Hasebe","M. Hasebe",1000000,"Centre-Back","German first division","Eintracht Frankfurt",14929,"right","Midfielder",1313,1171,36268.4204562879,41.28,33.89,3,0.16,0.203
"Malang Sarr","M. Sarr",15000000,"Centre-Back","French first division","Nice",393228,"left","Defender",1030,925,27300.6295335155,39.39,17.37,6,0.196,1.068
"Malcom","Malcom",45000000,"Right Winger","French first division","Bordeaux",300485,"left","Forward",1327,1095,29233.3022176506,67.74,48.83,57,9.646,12.582
"Mamadou Sakho","M. Sakho",15000000,"Centre-Back","English first division","Crystal Palace",25430,"left","Defender",717,624,16282.8909218251,34.75,22.16,2,0,2.027
"Mamadou Samassa","M. Samassa",2500000,"Goalkeeper","French first division","Troyes",25930,"right","Goalkeeper",325,273,13652.5304253168,13.88,36.03,0,0,0.043
"Manolo Gabbiadini","M. Gabbiadini",12000000,"Centre-Forward","English first division","Southampton",20857,"left","Forward",189,136,3412.83565128041,65.11,35.25,21,2.174,1.093
"Manu García","Manu García",1800000,"Central Midfield","Spanish first division","Deportivo Alavés",7585,"left","Midfielder",914,724,21278.4733577458,51.17,30.4,22,1.935,1.466
"Manu Trigueros","Trigueros",20000000,"Central Midfield","Spanish first division","Villarreal",3542,"right","Midfielder",1753,1534,43316.1264975756,51.67,29.5,26,2.322,5.792
"Manuel Akanji","M. Akanji",22000000,"Centre-Back","German first division","Borussia Dortmund",297957,"right","Defender",872,779,22389.4451006022,39.84,27.61,7,0.228,0.246
"Manuel Gulde","M. Gulde",2500000,"Centre-Back","German first division","Freiburg",19720,"right","Defender",742,648,20416.5853286751,35.18,44.41,8,0.449,0.066
"Manuel Iturra","M. Iturra",1000000,"Defensive Midfield","Spanish first division","Málaga",3866,"right","Midfielder",573,481,13938.7563821109,48.32,38.98,2,0.801,1.189
"Manuel Lanzini","M. Lanzini",20000000,"Attacking Midfield","English first division","West Ham United",41174,"right","Midfielder",1178,1027,23221.1268026604,59.25,28.63,36,5.175,5.414
"Manuel Lazzari","M. Lazzari",6000000,"Right-Back","Italian first division","SPAL",226200,"right","Midfielder",1182,908,28147.3643998287,59.82,58.71,24,1.985,4.255
"Manuel Locatelli","M. Locatelli",8000000,"Defensive Midfield","Italian first division","Milan",286226,"right","Midfielder",526,462,12213.1943414448,54.99,34.47,11,0.464,0.457
"Manuel Pucciarelli","M. Pucciarelli",2500000,"Second Striker","Italian first division","Chievo",24964,"right","Forward",368,286,6527.21311624042,66.89,31.41,24,3.669,1.273
"Manuel Schmiedebach","M. Schmiedebach",1000000,"Defensive Midfield","German first division","Hannover 96",15050,"right","Midfielder",70,48,1748.17845205796,53.02,33.66,0,0,0.441
"Marc Albrighton","M. Albrighton",10000000,"Right Midfield","English first division","Leicester City",8013,"right","Midfielder",1107,729,31486.2986165885,57.55,27.64,18,3.149,7.914
"Marc Bartra","Bartra",17500000,"Centre-Back","German first division","Borussia Dortmund",3335,"right","Defender",1639,1416,45334.853089029,41.15,34.22,15,0.406,2.797
"Marc Muniesa","Muniesa",2500000,"Centre-Back","Spanish first division","Girona",3340,"left","Defender",589,494,15364.5516821945,37.95,14.85,3,0,0.094
"Marc Navarro","Marc Navarro",2000000,"Right-Back","Spanish first division","Espanyol",341751,"right","Defender",447,310,11700.9623026967,51.44,57.33,15,0.779,1.689
"Marc Pugh","M. Pugh",1500000,"Left Winger","English first division","AFC Bournemouth",9293,"right","Midfielder",492,390,10291.2716895572,62.7,18.22,19,2.635,1.012
"Marc Roca","Marc Roca",NA,"Defensive Midfield","Spanish first division","Espanyol",341752,"left","Midfielder",165,146,4279.89808512934,47.54,24.92,4,0.308,0.07
"Marc Stendera","M. Stendera",2000000,"Central Midfield","German first division","Eintracht Frankfurt",173213,"right","Midfielder",140,102,3443.97233136285,55.11,38.64,8,0.838,0
"Marcel Büchel","M. Büchel",1000000,"Central Midfield","Italian first division","Hellas Verona",22099,"left","Midfielder",777,629,18625.4420526414,47.56,28.65,9,0.318,0.316
"Marcel Halstenberg","M. Halstenberg",8000000,"Left-Back","German first division","RB Leipzig",18579,"left","Defender",565,453,12500.8101751919,54,10.18,19,1.837,1.352
"Marcel Heller","M. Heller",1000000,"Right Midfield","German first division","Augsburg",15695,"right","Midfielder",332,198,9284.73904318195,70.45,51.61,13,2.576,4.491
"Marcel Risse","M. Risse",2000000,"Right Winger","German first division","Köln",15194,"right","Midfielder",522,345,13615.2199797141,58.63,59.09,13,0.792,2.598
"Marcel Schmelzer","M. Schmelzer",5000000,"Left-Back","German first division","Borussia Dortmund",14800,"left","Defender",1076,905,22998.2968531395,51.1,10.06,4,0.282,0.901
"Marcel Tisserand","M. Tisserand",7500000,"Centre-Back","German first division","Wolfsburg",149091,"right","Defender",658,558,17320.4507698955,44.57,29.25,6,0.164,0.204
"Marcello Gazzola","M. Gazzola",NA,"Right-Back","Italian first division","Sassuolo",22152,"right","Defender",345,259,7576.03398925266,53.21,54.92,1,0.024,0.516
"Marcello Trotta","M. Trotta",3500000,"Centre-Forward","Italian first division","Crotone",11156,"left","Forward",699,518,14593.1888749768,62.68,39.86,62,8,2.96
"Marcelo","Marcelo",60000000,"Left-Back","French first division","Olympique Lyonnais",102,"right","Defender",2070,1863,61811.6570026406,35.37,46.43,20,2.453,14.272
"Marcelo","Marcelo",60000000,"Left-Back","French first division","Olympique Lyonnais",3310,"left","Defender",1971,1601,49454.4386962995,60.35,9.5,36,2.453,14.272
"Marcin Kaminski","M. Kamiński",2500000,"Centre-Back","German first division","Stuttgart",99410,"left","Defender",794,705,20171.1466205781,38,19.78,4,0,1.011
"Marco Andreolli","M. Andreolli",1200000,"Centre-Back","Italian first division","Cagliari",20636,"right","Defender",814,681,23554.0872968242,34.3,35.87,3,0,0.015
"Marco Asensio","Marco Asensio",75000000,"Right Winger","Spanish first division","Real Madrid",288091,"left","Midfielder",1220,1063,27489.1083209901,68.79,27.51,53,8.619,11.394
"Marco Benassi","M. Benassi",13000000,"Central Midfield","Italian first division","Fiorentina",22380,"right","Midfielder",1275,1010,27836.899136813,60.42,48.3,71,7.325,6.451
"Marco Borriello","M. Borriello",NA,"Centre-Forward","Italian first division","SPAL",20476,"left","Forward",139,109,2517.20337209009,63.98,33.41,8,0.731,1.568
"Marco Capuano","M. Capuano",1000000,"Centre-Back","Italian first division","Cagliari",21370,"left","Defender",900,747,21665.4774400435,39.04,18.64,4,0,0.306
"Marco Fabián","M. Fabián",4500000,"Attacking Midfield","German first division","Eintracht Frankfurt",112253,"right","Midfielder",185,159,4224.59365697724,61.22,29.4,18,2.052,0.894
"Marco Fossati","M. Fossati",1500000,"Defensive Midfield","Italian first division","Hellas Verona",23427,"right","Midfielder",651,545,15985.023222536,48.31,32.78,10,0.112,0.779
"Marco Friedl","M. Friedl",1500000,"Centre-Back","German first division","Bayern München",391441,"left","Defender",330,263,8440.00958087769,47.73,16.17,5,0.06,0.78
