"row_id","player_name","marketval","position_tm","competition","team","Name.Wyscout"
"1234","Kenan Karaman",1500000,"Centre-Forward","German first division","Hannover 96","K. Karaman"
"1235","Kenan Kodro",2000000,"Centre-Forward","German first division","Mainz 05","K. Kodro"
"1236","Kenedy",10000000,"Left Winger","English first division","Newcastle United","Kenedy"
"1237","Kenny Lala",5000000,"Right-Back","French first division","Strasbourg","K. Lala"
"1238","Kenny Tete",8000000,"Right-Back","French first division","Olympique Lyonnais","K. Tete"
"1239","Kepa Arrizabalaga",20000000,"Goalkeeper","Spanish first division","Athletic Club","Arrizabalaga"
"1240","Kerem Demirbay",12000000,"Central Midfield","German first division","Hoffenheim","K. Demirbay"
"1241","Kevin Akpoguma",8000000,"Centre-Back","German first division","Hoffenheim","K. Akpoguma"
"1242","Kévin Bérigaud",NA,"Centre-Forward","French first division","Montpellier","K. Bérigaud"
"1243","Kevin Bonifazi",1500000,"Centre-Back","Italian first division","Torino","K. Bonifazi"
"1244","Kevin Danso",6000000,"Centre-Back","German first division","Augsburg","K. Danso"
"1245","Kevin De Bruyne",150000000,"Attacking Midfield","English first division","Manchester City","K. De Bruyne"
"1246","Kévin Gameiro",20000000,"Centre-Forward","Spanish first division","Atlético Madrid","K. Gameiro"
"1247","Kevin Kampl",18000000,"Central Midfield","German first division","Bayer Leverkusen","K. Kampl"
"1248","Kevin Lasagna",7500000,"Centre-Forward","Italian first division","Udinese","K. Lasagna"
"1249","Kevin Long",2500000,"Centre-Back","English first division","Burnley","K. Long"
"1250","Kévin Malcuit",7500000,"Right-Back","French first division","Lille","K. Malcuit"
"1251","Kevin Mirallas",7000000,"Attacking Midfield","English first division","Everton","K. Mirallas"
"1252","Kévin Monnet-Paquet",2000000,"Left Winger","French first division","Saint-Étienne","K. Monnet-Paquet"
"1253","Kévin N'Doram",6000000,"Defensive Midfield","French first division","Monaco","K. N'Doram"
"1254","Kévin Rimane",NA,"Centre-Back","French first division","PSG","K. Rimane"
"1255","Kévin Rodrigues",2000000,"Left-Back","Spanish first division","Real Sociedad","Kévin Rodrigues"
"1256","Kévin Soni",NA,"Centre-Forward","Spanish first division","Girona","K. Soni"
"1257","Kevin Strootman",28000000,"Central Midfield","Italian first division","Roma","K. Strootman"
"1258","Kévin Théophile-Catherine",4000000,"Centre-Back","French first division","Saint-Étienne","K. Théophile Catherine"
"1259","Kevin Trapp",8000000,"Goalkeeper","French first division","PSG","K. Trapp"
"1260","Kevin Vogt",12000000,"Centre-Back","German first division","Hoffenheim","K. Vogt"
"1261","Kevin Volland",22000000,"Centre-Forward","German first division","Bayer Leverkusen","K. Volland"
"1262","Kevin Wimmer",10000000,"Centre-Back","English first division","Stoke City","K. Wimmer"
"1263","Kévin Zohi",NA,"Right Winger","French first division","Strasbourg","K. Zohi"
"1264","Kevin-Prince Boateng",7000000,"Attacking Midfield","German first division","Eintracht Frankfurt","K. Boateng"
"1265","Keylor Navas",18000000,"Goalkeeper","Spanish first division","Real Madrid","K. Navas"
"1266","Khaled Adénon",NA,"Centre-Back","French first division","Amiens SC","K. Adénon"
"1267","Khouma Babacar",8000000,"Centre-Forward","Italian first division","Fiorentina","K. Babacar"
"1268","Kieran Gibbs",8000000,"Left-Back","English first division","West Bromwich Albion","K. Gibbs"
"1269","Kieran Trippier",20000000,"Right-Back","English first division","Tottenham Hotspur","K. Trippier"
"1270","Kike García",3000000,"Centre-Forward","Spanish first division","Eibar","Kike García"
"1271","Kiko Casilla",6000000,"Goalkeeper","Spanish first division","Real Madrid","Kiko Casilla"
"1272","Kiko Femenía",5000000,"Right-Back","English first division","Watford","Kiko Femenía"
"1273","Kilian Jakob",NA,"Left-Back","German first division","Augsburg","K. Jakob"
"1274","Koen Casteels",6000000,"Goalkeeper","German first division","Wolfsburg","K. Casteels"
"1275","Koffi Djidji",3500000,"Centre-Back","French first division","Nantes","K. Djidji"
"1276","Konrad Laimer",8000000,"Central Midfield","German first division","RB Leipzig","K. Laimer"
"1277","Konstantin Rausch",2200000,"Left-Back","German first division","Köln","K. Rausch"
"1278","Konstantinos Manolas",40000000,"Centre-Back","Italian first division","Roma","K. Manolas"
"1279","Konstantinos Mavropanos",3000000,"Centre-Back","English first division","Arsenal","K. Mavropanos"
"1280","Konstantinos Mitroglou",10000000,"Centre-Forward","French first division","Olympique Marseille","K. Mitroglou"
"1281","Konstantinos Stafylidis",3500000,"Left-Back","English first division","Stoke City","K. Stafylidis"
"1282","Kouadio-Yves Dabila",NA,"Centre-Back","French first division","Lille","K. Dabila"
"1283","Kurt Zouma",15000000,"Centre-Back","English first division","Stoke City","K. Zouma"
"1284","Kwadwo Asamoah",14000000,"Left Midfield","Italian first division","Juventus","K. Asamoah"
"1285","Kwang-song Han",5000000,"Centre-Forward","Italian first division","Cagliari","Han Kwang-Song"
"1286","Kwasi Wriedt",NA,"Centre-Forward","German first division","Bayern München","O. Wriedt"
"1287","Kyle Bartley",3500000,"Centre-Back","English first division","Swansea City","K. Bartley"
"1288","Kyle Naughton",5000000,"Right-Back","English first division","Swansea City","K. Naughton"
"1289","Kyle Walker",50000000,"Right-Back","English first division","Manchester City","K. Walker"
"1290","Kyle Walker-Peters",3000000,"Right-Back","English first division","Tottenham Hotspur","K. Walker-Peters"
"1291","Kylian Mbappé",120000000,"Centre-Forward","French first division","Monaco","K. Mbappé"
"1292","Kyriakos Papadopoulos",5000000,"Centre-Back","German first division","Hamburger SV","K. Papadopoulos"
"1293","Lacina Traore",2500000,"Centre-Forward","French first division","Amiens SC","L. Traoré"
"1294","Landry Bonnefoi",NA,"Goalkeeper","French first division","Strasbourg","L. Bonnefoi"
"1295","Landry Dimata",6000000,"Centre-Forward","German first division","Wolfsburg","L. Dimata"
"1296","Lars Bender",13000000,"Defensive Midfield","German first division","Bayer Leverkusen","L. Bender"
"1297","Lars Stindl",18000000,"Attacking Midfield","German first division","Borussia M'gladbach","L. Stindl"
"1298","Lassana Coulibaly",1250000,"Central Midfield","French first division","Angers","L. Coulibaly"
"1299","Lassana Diarra",2500000,"Defensive Midfield","French first division","PSG","L. Diarra"
"1300","Lasse Sörensen",NA,"Central Midfield","English first division","Stoke City","L. Sørensen"
"1301","László Bénes",1500000,"Central Midfield","German first division","Borussia M'gladbach","L. Bénes"
"1302","Laurent Depoitre",4500000,"Centre-Forward","English first division","Huddersfield Town","L. Depoitre"
"1303","Laurent Koscielny",15000000,"Centre-Back","English first division","Arsenal","L. Koscielny"
"1304","Layvin Kurzawa",20000000,"Left-Back","French first division","PSG","L. Kurzawa"
"1305","Leandro Cabrera",NA,"Centre-Back","Italian first division","Crotone","L. Cabrera"
"1306","Leandro Castán",2000000,"Centre-Back","Italian first division","Cagliari","Leandro Castán"
"1307","Leandro Chichizola",1000000,"Goalkeeper","Spanish first division","Las Palmas","L. Chichizola"
"1308","Lebo Mothiba",3000000,"Centre-Forward","French first division","Lille","L. Mothiba"
"1309","Lebogang Phiri",1500000,"Central Midfield","French first division","Guingamp","L. Phiri"
"1310","Lee Grant",1000000,"Goalkeeper","English first division","Stoke City","L. Grant"
"1311","Leighton Baines",8000000,"Left-Back","English first division","Everton","L. Baines"
"1312","Lemouya Goudiaby",NA,"Left-Back","French first division","Metz","L. Goudiaby"
"1313","Léo Baptistão",6000000,"Second Striker","Spanish first division","Espanyol","Léo Baptistão"
"1314","Léo Dubois",10000000,"Right-Back","French first division","Nantes","L. Dubois"
"1315","Léo Lacroix",2500000,"Centre-Back","French first division","Saint-Étienne","L. Lacroix"
"1316","Leo Suárez",NA,"Right Winger","Spanish first division","Villarreal","L. Suárez"
"1317","Leon Bailey",45000000,"Left Winger","German first division","Bayer Leverkusen","L. Bailey"
"1318","Leon Balogun",2000000,"Centre-Back","German first division","Mainz 05","L. Balogun"
"1319","Leon Britton",1000000,"Central Midfield","English first division","Swansea City","L. Britton"
"1320","Leon Goretzka",40000000,"Central Midfield","German first division","Schalke 04","L. Goretzka"
"1321","Leonardo Bittencourt",6000000,"Attacking Midfield","German first division","Köln","L. Bittencourt"
"1322","Leonardo Capezzi",1200000,"Central Midfield","Italian first division","Sampdoria","L. Capezzi"
"1323","Leonardo Pavoletti",9000000,"Centre-Forward","Italian first division","Cagliari","L. Pavoletti"
"1324","Leonardo Spinazzola",12000000,"Left-Back","Italian first division","Atalanta","L. Spinazzola"
"1325","Leonardo Ulloa",5000000,"Centre-Forward","English first division","Leicester City","L. Ulloa"
"1326","Leroy Fer",8000000,"Defensive Midfield","English first division","Swansea City","L. Fer"
"1327","Leroy Sané",90000000,"Right Winger","English first division","Manchester City","L. Sané"
"1328","Levi Lumeka",NA,"Left Winger","English first division","Crystal Palace","L. Lumeka"
"1329","Levin Öztunali",5500000,"Central Midfield","German first division","Mainz 05","L. Öztunali"
"1330","Lewis Cook",20000000,"Central Midfield","English first division","AFC Bournemouth","L. Cook"
"1331","Lewis Dunk",10000000,"Centre-Back","English first division","Brighton & Hove Albion","L. Dunk"
"1332","Lewis Holtby",2500000,"Central Midfield","German first division","Hamburger SV","L. Holtby"
"1333","Liam Rosenior",1000000,"Right-Back","English first division","Brighton & Hove Albion","L. Rosenior"
"1334","Lilian Fournier",NA,"Right Midfield","French first division","Metz","L. Fournier"
"1335","Linton Maina",NA,"Right Winger","German first division","Hannover 96","L. Maina"
"1336","Lionel Carole",3000000,"Left-Back","Spanish first division","Sevilla","L. Carole"
"1337","Lionel Messi",180000000,"Right Winger","Spanish first division","Barcelona","L. Messi"
"1338","Lisandro López",4000000,"Centre-Back","Italian first division","Internazionale","L. López"
"1339","Loïc Perrin",4000000,"Centre-Back","French first division","Saint-Étienne","L. Perrin"
"1340","Loïc Puyo",NA,"Central Midfield","French first division","Angers","L. Puyo"
"1341","Loïc Rémy",6000000,"Centre-Forward","Spanish first division","Las Palmas","L. Rémy"
"1342","Loïs Diony",4500000,"Centre-Forward","French first division","Saint-Étienne","L. Diony"
"1343","Loren Morón",7500000,"Centre-Forward","Spanish first division","Real Betis","Loren Morón"
"1344","Lorenco Simic",1200000,"Centre-Back","Italian first division","SPAL","L. Šimić"
"1345","Lorenzo Crisetig",1700000,"Defensive Midfield","Italian first division","Bologna","L. Crisetig"
"1346","Lorenzo De Silvestri",4000000,"Right-Back","Italian first division","Torino","L. De Silvestri"
"1347","Lorenzo Del Pinto",NA,"Central Midfield","Italian first division","Benevento","L. Del Pinto"
"1348","Lorenzo Pellegrini",28000000,"Attacking Midfield","Italian first division","Roma","L. Pellegrini"
"1349","Lorenzo Tonelli",5000000,"Centre-Back","Italian first division","Napoli","L. Tonelli"
"1350","Lorenzo Venuti",1500000,"Right-Back","Italian first division","Benevento","L. Venuti"
"1351","Loris Karius",12000000,"Goalkeeper","English first division","Liverpool","L. Karius"
"1352","Lubomir Tupta",NA,"Centre-Forward","Italian first division","Hellas Verona","Ľ. Tupta"
"1353","Luca Antei",NA,"Centre-Back","Italian first division","Benevento","L. Antei"
"1354","Luca Antonelli",2000000,"Left-Back","Italian first division","Milan","L. Antonelli"
"1355","Luca Caldirola",1000000,"Centre-Back","German first division","Werder Bremen","L. Caldirola"
"1356","Luca Ceppitelli",2000000,"Centre-Back","Italian first division","Cagliari","L. Ceppitelli"
"1357","Luca Cigarini",1500000,"Defensive Midfield","Italian first division","Cagliari","L. Cigarini"
"1358","Luca Crosta",NA,"Goalkeeper","Italian first division","Cagliari","L. Crosta"
"1359","Luca Garritano",1000000,"Attacking Midfield","Italian first division","Chievo","L. Garritano"
"1360","Luca Itter",2000000,"Left-Back","German first division","Wolfsburg","G. Itter"
"1361","Luca Mazzitelli",1800000,"Central Midfield","Italian first division","Sassuolo","L. Mazzitelli"
"1362","Luca Mora",NA,"Central Midfield","Italian first division","SPAL","L. Mora"
"1363","Luca Rigoni",1000000,"Central Midfield","Italian first division","Genoa","L. Rigoni"
"1364","Luca Rizzo",2000000,"Central Midfield","Italian first division","SPAL","L. Rizzo"
"1365","Luca Rossettini",1400000,"Centre-Back","Italian first division","Genoa","L. Rossettini"
"1366","Luca Sparandeo",NA,"Centre-Back","Italian first division","Benevento","L. Sparandeo"
"1367","Luca Vido",NA,"Centre-Forward","Italian first division","Atalanta","L. Vido"
"1368","Luca Waldschmidt",2500000,"Second Striker","German first division","Hamburger SV","L. Waldschmidt"
"1369","Luca Zidane",NA,"Goalkeeper","Spanish first division","Real Madrid","L. Zidane"
"1370","Lucas Alario",20000000,"Centre-Forward","German first division","Bayer Leverkusen","L. Alario"
"1371","Lucas Biglia",15000000,"Defensive Midfield","Italian first division","Milan","L. Biglia"
"1372","Lucas Boyé",1500000,"Centre-Forward","Italian first division","Torino","L. Boyé"
"1373","Lucas Castro",7000000,"Attacking Midfield","Italian first division","Chievo","L. Castro"
"1374","Lucas Deaux",2500000,"Defensive Midfield","French first division","Guingamp","L. Deaux"
"1375","Lucas Digne",15000000,"Left-Back","Spanish first division","Barcelona","L. Digne"
"1376","Lucas Hernández",35000000,"Centre-Back","Spanish first division","Atlético Madrid","L. Hernández"
"1377","Lucas Höler",2000000,"Centre-Forward","German first division","Freiburg","L. Höler"
"1378","Lucas Leiva",10000000,"Defensive Midfield","Italian first division","Lazio","Lucas Leiva"
"1379","Lucas Lima",4500000,"Left-Back","French first division","Nantes","Lucas Lima"
"1380","Lucas Moura",28000000,"Right Winger","English first division","Tottenham Hotspur","Lucas Moura"
"1381","Lucas Ocampos",12000000,"Left Winger","French first division","Olympique Marseille","L. Ocampos"
"1382","Lucas Pérez",7500000,"Centre-Forward","Spanish first division","Deportivo La Coruña","Lucas Pérez"
"1383","Lucas Torreira",30000000,"Defensive Midfield","Italian first division","Sampdoria","L. Torreira"
"1384","Lucas Tousart",25000000,"Defensive Midfield","French first division","Olympique Lyonnais","L. Tousart"
"1385","Luciano Narsingh",5000000,"Attacking Midfield","English first division","Swansea City","L. Narsingh"
"1386","Luciano Vietto",6000000,"Attacking Midfield","Spanish first division","Atlético Madrid","L. Vietto"
"1387","Ludovic Baal",1000000,"Left-Back","French first division","Rennes","L. Baal"
"1388","Ludovic Blas",5000000,"Attacking Midfield","French first division","Guingamp","L. Blas"
"1389","Ludovic Butelle",NA,"Goalkeeper","French first division","Angers","L. Butelle"
"1390","Ludwig Augustinsson",7500000,"Left-Back","German first division","Werder Bremen","L. Augustinsson"
"1391","Luigi Sepe",1000000,"Goalkeeper","Italian first division","Napoli","L. Sepe"
"1392","Luis Alberto",35000000,"Central Midfield","Italian first division","Lazio","Luis Alberto"
"1393","Luis Hernández",2500000,"Centre-Back","Spanish first division","Málaga","Luis Hernández"
"1394","Luis Muriel",12000000,"Centre-Forward","Spanish first division","Sevilla","L. Muriel"
"1395","Luísinho",1200000,"Left-Back","Spanish first division","Deportivo La Coruña","Luisinho"
"1396","Luiz Araújo",7000000,"Right Winger","French first division","Lille","Luiz Araújo"
"1397","Luiz Felipe",8000000,"Centre-Back","Italian first division","Lazio","Luiz Felipe"
"1398","Luiz Gustavo",15000000,"Defensive Midfield","French first division","Olympique Marseille","Luiz Gustavo"
"1399","Luka Jović",8000000,"Centre-Forward","German first division","Eintracht Frankfurt","L. Jović"
"1400","Luka Milivojevic",15000000,"Defensive Midfield","English first division","Crystal Palace","L. Milivojević"
"1401","Lukas Hradecky",10000000,"Goalkeeper","German first division","Eintracht Frankfurt","L. Hradecky"
"1402","Lukas Klostermann",12000000,"Right-Back","German first division","RB Leipzig","L. Klostermann"
"1403","Lukas Klünter",3000000,"Right-Back","German first division","Köln","L. Klünter"
"1404","Lukas Kübler",1500000,"Right-Back","German first division","Freiburg","L. Kübler"
"1405","Lukas Lerager",6000000,"Central Midfield","French first division","Bordeaux","L. Lerager"
"1406","Lukas Nmecha",NA,"Centre-Forward","English first division","Manchester City","L. Nmecha"
"1407","Lukas Rupp",4500000,"Central Midfield","German first division","Hoffenheim","L. Rupp"
"1408","Lukasz Fabianski",5000000,"Goalkeeper","English first division","Swansea City","Ł. Fabiański"
"1409","Lukasz Skorupski",7000000,"Goalkeeper","Italian first division","Roma","Ł. Skorupski"
"1410","Luke Shaw",15000000,"Left-Back","English first division","Manchester United","L. Shaw"
"1411","Lyanco",4000000,"Centre-Back","Italian first division","Torino","Lyanco"
"1412","Lys Mousset",4000000,"Centre-Forward","English first division","AFC Bournemouth","L. Mousset"
"1413","M'Baye Niang",10000000,"Centre-Forward","Italian first division","Torino","M. Niang"
"1414","Mahmoud Dahoud",18000000,"Central Midfield","German first division","Borussia Dortmund","M. Dahoud"
"1415","Makoto Hasebe",1000000,"Centre-Back","German first division","Eintracht Frankfurt","M. Hasebe"
"1416","Maksym Koval",1000000,"Goalkeeper","Spanish first division","Deportivo La Coruña","M. Koval"
"1417","Malang Sarr",15000000,"Centre-Back","French first division","Nice","M. Sarr"
"1418","Malcom",45000000,"Right Winger","French first division","Bordeaux","Malcom"
"1419","Mamadou Kanoute",NA,"Right Winger","Italian first division","Benevento","M. Kanoute"
"1420","Mamadou Sakho",15000000,"Centre-Back","English first division","Crystal Palace","M. Sakho"
"1421","Mamadou Samassa",2500000,"Goalkeeper","French first division","Troyes","M. Samassa"
"1422","Mame Diouf",7000000,"Centre-Forward","English first division","Stoke City","M. Diouf"
"1423","Mandela Egbo",NA,"Right-Back","German first division","Borussia M'gladbach","M. Egbo"
"1424","Manolo Gabbiadini",12000000,"Centre-Forward","English first division","Southampton","M. Gabbiadini"
"1425","Manu García",1800000,"Central Midfield","Spanish first division","Deportivo Alavés","Manu García"
"1426","Manu Trigueros",20000000,"Central Midfield","Spanish first division","Villarreal","Trigueros"
"1427","Manuel Akanji",22000000,"Centre-Back","German first division","Borussia Dortmund","M. Akanji"
"1428","Manuel Gulde",2500000,"Centre-Back","German first division","Freiburg","M. Gulde"
"1429","Manuel Iturra",1000000,"Defensive Midfield","Spanish first division","Málaga","M. Iturra"
"1430","Manuel Lanzini",20000000,"Attacking Midfield","English first division","West Ham United","M. Lanzini"
"1431","Manuel Lazzari",6000000,"Right-Back","Italian first division","SPAL","M. Lazzari"
"1432","Manuel Locatelli",8000000,"Defensive Midfield","Italian first division","Milan","M. Locatelli"
"1433","Manuel Pucciarelli",2500000,"Second Striker","Italian first division","Chievo","M. Pucciarelli"
"1434","Manuel Schmiedebach",1000000,"Defensive Midfield","German first division","Hannover 96","M. Schmiedebach"
"1435","Mapou Yanga-Mbiwa",3000000,"Centre-Back","French first division","Olympique Lyonnais","M. Yanga-Mbiwa"
"1436","Marc Albrighton",10000000,"Right Midfield","English first division","Leicester City","M. Albrighton"
"1437","Marc Bartra",17500000,"Centre-Back","German first division","Borussia Dortmund","Bartra"
"1438","Marc Muniesa",2500000,"Centre-Back","Spanish first division","Girona","Muniesa"
"1439","Marc Navarro",2000000,"Right-Back","Spanish first division","Espanyol","Marc Navarro"
"1440","Marc Oliver Kempf",4000000,"Centre-Back","German first division","Freiburg","M. Kempf"
"1441","Marc Pugh",1500000,"Left Winger","English first division","AFC Bournemouth","M. Pugh"
"1442","Marc Roca",NA,"Defensive Midfield","Spanish first division","Espanyol","Marc Roca"
"1443","Marc Stendera",2000000,"Central Midfield","German first division","Eintracht Frankfurt","M. Stendera"
"1444","Marc-André ter Stegen",60000000,"Goalkeeper","Spanish first division","Barcelona","M. ter Stegen"
"1445","Marçal",7000000,"Left-Back","French first division","Olympique Lyonnais","Marçal"
"1446","Marcel Benger",NA,"Defensive Midfield","German first division","Borussia M'gladbach","M. Benger"
"1447","Marcel Büchel",1000000,"Central Midfield","Italian first division","Hellas Verona","M. Büchel"
"1448","Marcel Halstenberg",8000000,"Left-Back","German first division","RB Leipzig","M. Halstenberg"
"1449","Marcel Heller",1000000,"Right Midfield","German first division","Augsburg","M. Heller"
"1450","Marcel Risse",2000000,"Right Winger","German first division","Köln","M. Risse"
"1451","Marcel Schmelzer",5000000,"Left-Back","German first division","Borussia Dortmund","M. Schmelzer"
"1452","Marcel Tisserand",7500000,"Centre-Back","German first division","Wolfsburg","M. Tisserand"
"1453","Marcello Gazzola",NA,"Right-Back","Italian first division","Sassuolo","M. Gazzola"
"1454","Marcello Trotta",3500000,"Centre-Forward","Italian first division","Crotone","M. Trotta"
"1455","Marcelo",60000000,"Left-Back","French first division","Olympique Lyonnais","Marcelo"
"1456","Marcin Kaminski",2500000,"Centre-Back","German first division","Stuttgart","M. Kamiński"
"1457","Marco Andreolli",1200000,"Centre-Back","Italian first division","Cagliari","M. Andreolli"
"1458","Marco Asensio",75000000,"Right Winger","Spanish first division","Real Madrid","Marco Asensio"
"1459","Marco Benassi",13000000,"Central Midfield","Italian first division","Fiorentina","M. Benassi"
"1460","Marco Borriello",NA,"Centre-Forward","Italian first division","SPAL","M. Borriello"
"1461","Marco Capuano",1000000,"Centre-Back","Italian first division","Cagliari","M. Capuano"
"1462","Marco D'Alessandro",2500000,"Right Winger","Italian first division","Benevento","M. D'Alessandro"
"1463","Marco Fabián",4500000,"Attacking Midfield","German first division","Eintracht Frankfurt","M. Fabián"
"1464","Marco Fossati",1500000,"Defensive Midfield","Italian first division","Hellas Verona","M. Fossati"
"1465","Marco Friedl",1500000,"Centre-Back","German first division","Bayern München","M. Friedl"
"1466","Marco Höger",2000000,"Defensive Midfield","German first division","Köln","M. Höger"
"1467","Marco Reus",35000000,"Attacking Midfield","German first division","Borussia Dortmund","M. Reus"
"1468","Marco Richter",1000000,"Right Winger","German first division","Augsburg","M. Richter"
"1469","Marco Russ",1000000,"Centre-Back","German first division","Eintracht Frankfurt","M. Russ"
"1470","Marco Sau",2000000,"Centre-Forward","Italian first division","Cagliari","M. Sau"
"1471","Marco Silvestri",NA,"Goalkeeper","Italian first division","Hellas Verona","M. Silvestri"
"1472","Marco Sportiello",6000000,"Goalkeeper","Italian first division","Fiorentina","M. Sportiello"
"1473","Marco Terrazzino",2500000,"Attacking Midfield","German first division","Freiburg","M. Terrazzino"
"1474","Marco Tumminello",1000000,"Centre-Forward","Italian first division","Crotone","M. Tumminello"
"1475","Marco Verratti",70000000,"Central Midfield","French first division","PSG","M. Verratti"
"1476","Marcos Alonso",40000000,"Left-Back","English first division","Chelsea","Marcos Alonso"
"1477","Marcos Llorente",12000000,"Central Midfield","Spanish first division","Real Madrid","Marcos Llorente"
"1478","Marcos Rojo",18000000,"Centre-Back","English first division","Manchester United","M. Rojo"
"1479","Marcus Coco",3000000,"Right Winger","French first division","Guingamp","M. Coco"
"1480","Marcus Rashford",65000000,"Left Winger","English first division","Manchester United","M. Rashford"
"1481","Marcus Rohdén",1500000,"Central Midfield","Italian first division","Crotone","M. Rohdén"
"1482","Marcus Thuram",2000000,"Centre-Forward","French first division","Guingamp","M. Thuram"
"1483","Mariano Barbosa",NA,"Goalkeeper","Spanish first division","Villarreal","M. Barbosa"
"1484","Mariano Díaz",22000000,"Centre-Forward","French first division","Olympique Lyonnais","Mariano Díaz"
"1485","Mariano Izco",NA,"Central Midfield","Italian first division","Crotone","M. Izco"
"1486","Marijan Cavar",NA,"Central Midfield","German first division","Eintracht Frankfurt","M. Ćavar"
"1487","Mario Balotelli",24000000,"Centre-Forward","French first division","Nice","M. Balotelli"
"1488","Mario Gaspar",18000000,"Right-Back","Spanish first division","Villarreal","Mario"
"1489","Mario González",NA,"Centre-Forward","Spanish first division","Villarreal","Mario González"
"1490","Mario Hermoso",5000000,"Centre-Back","Spanish first division","Espanyol","Mario Hermoso"
"1491","Mario Lemina",15000000,"Defensive Midfield","English first division","Southampton","M. Lemina"
"1492","Mário Rui",14000000,"Left-Back","Italian first division","Napoli","Mário Rui"
"1493","Mario Sampirisi",NA,"Right-Back","Italian first division","Crotone","M. Sampirisi"
"1494","Marius Wolf",10000000,"Right-Back","German first division","Eintracht Frankfurt","M. Wolf"
"1495","Mariusz Stepinski",4000000,"Centre-Forward","French first division","Nantes","M. Stępiński"
"1496","Mark Noble",7000000,"Central Midfield","English first division","West Ham United","M. Noble"
"1497","Mark Uth",18000000,"Centre-Forward","German first division","Hoffenheim","M. Uth"
"1498","Markel Bergara",1500000,"Defensive Midfield","Spanish first division","Getafe","Markel Bergara"
"1499","Markel Susaeta",9000000,"Right Winger","Spanish first division","Athletic Club","Susaeta"
"1500","Marko Arnautovic",25000000,"Centre-Forward","English first division","West Ham United","M. Arnautović"
"1501","Marko Dmitrović",4000000,"Goalkeeper","Spanish first division","Eibar","M. Dmitrović"
"1502","Markus Suttner",2500000,"Left-Back","English first division","Brighton & Hove Albion","M. Suttner"
"1503","Marlon",6000000,"Centre-Back","French first division","Nice","Marlon"
"1504","Marlos Moreno",NA,"Right Winger","Spanish first division","Girona","M. Moreno"
"1505","Marouane Fellaini",12000000,"Central Midfield","English first division","Manchester United","M. Fellaini"
"1506","Marquinhos",55000000,"Centre-Back","French first division","PSG","Marquinhos"
"1507","Marten de Roon",14000000,"Defensive Midfield","Italian first division","Atalanta","M. de Roon"
"1508","Martín Aguirregabiria",1500000,"Right-Back","Spanish first division","Deportivo Alavés","Martín"
"1509","Martin Braithwaite",8000000,"Centre-Forward","French first division","Bordeaux","M. Braithwaite"
"1510","Martín Cáceres",2500000,"Centre-Back","Italian first division","Hellas Verona","M. Cáceres"
"1511","Martin Cranie",NA,"Centre-Back","English first division","Huddersfield Town","M. Cranie"
"1512","Martin Dúbravka",4000000,"Goalkeeper","English first division","Newcastle United","M. Dúbravka"
"1513","Martin Kelly",3000000,"Right-Back","English first division","Crystal Palace","M. Kelly"
"1514","Martín Mantovani",NA,"Centre-Back","Spanish first division","Leganés","M. Mantovani"
"1515","Martín Montoya",8000000,"Right-Back","Spanish first division","Valencia","Montoya"
"1516","Martin Olsson",5000000,"Left-Back","English first division","Swansea City","M. Olsson"
"1517","Martin Terrier",9000000,"Left Winger","French first division","Strasbourg","M. Terrier"
"1518","Marvin Bakalorz",2500000,"Defensive Midfield","German first division","Hannover 96","M. Bakalorz"
"1519","Marvin Compper",1000000,"Centre-Back","German first division","RB Leipzig","M. Compper"
"1520","Marvin Plattenhardt",15000000,"Left-Back","German first division","Hertha BSC","M. Plattenhardt"
"1521","Marvin Zeegelaar",3000000,"Left-Back","English first division","Watford","M. Zeegelaar"
"1522","Marwin Hitz",4000000,"Goalkeeper","German first division","Augsburg","M. Hitz"
"1523","Mason Holgate",7000000,"Centre-Back","English first division","Everton","M. Holgate"
"1524","Massadio Haidara",1500000,"Left-Back","English first division","Newcastle United","M. Haïdara"
"1525","Massimo Coda",1400000,"Centre-Forward","Italian first division","Benevento","M. Coda"
"1526","Massimo Gobbi",NA,"Left-Back","Italian first division","Chievo","M. Gobbi"
"1527","Mateo Musacchio",12500000,"Centre-Back","Italian first division","Milan","M. Musacchio"
"1528","Mateo Pavlovic",1250000,"Centre-Back","French first division","Angers","M. Pavlović"
"1529","Mathew Leckie",4000000,"Left Winger","German first division","Hertha BSC","M. Leckie"
"1530","Mathew Ryan",8000000,"Goalkeeper","English first division","Brighton & Hove Albion","M. Ryan"
"1531","Mathieu Bodmer",NA,"Defensive Midfield","French first division","Amiens SC","M. Bodmer"
"1532","Mathieu Debuchy",4500000,"Centre-Back","French first division","Saint-Étienne","M. Debuchy"
"1533","Mathieu Deplagne",1250000,"Right-Back","French first division","Troyes","M. Deplagne"
"1534","Mathieu Dossevi",3500000,"Right Winger","French first division","Metz","M. Dossevi"
"1535","Mathieu Flamini",NA,"Defensive Midfield","Spanish first division","Getafe","M. Flamini"
"1536","Mathieu Gorgelin",1000000,"Goalkeeper","French first division","Olympique Lyonnais","M. Gorgelin"
"1537","Mathieu Michel",2000000,"Goalkeeper","French first division","Angers","M. Michel"
"1538","Matías Aguirregaray",2000000,"Right-Back","Spanish first division","Las Palmas","M. Aguirregaray"
"1539","Matías Nahuel",1000000,"Defensive Midfield","Spanish first division","Real Betis","Matías Nahuel"
"1540","Matías Silvestre",1500000,"Centre-Back","Italian first division","Sampdoria","M. Silvestre"
